Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Country.of.Origin,Variety,Processing.Method,Total.Cup.Points,GMM_Cluster,Hierarchical_Cluster,Spectral_Cluster,GMM_Max_Probability
7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,El Salvador,Other,Washed / Wet,82.25,1,1,1,0.9987498606513943
7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.25,1,1,1,0.9984170555500439
7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.25,1,1,1,0.9992456861349387
7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.25,1,1,1,0.9975312542944503
7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.25,1,1,1,0.9980159592266812
7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,Brazil,Arusha,Natural / Dry,82.25,1,1,1,0.9908124274785095
7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.25,1,1,0,0.9671912041999443
7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.17,1,1,1,0.9987576581823142
7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,82.17,1,1,0,0.9982860916228778
7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,Nicaragua,Unknown,Unknown,82.17,1,1,0,0.9990365528453479
7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,82.17,1,1,0,0.998742966231354
7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.17,1,1,0,0.9984864493249642
6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.17,1,0,1,0.8414276219606923
7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,Thailand,Unknown,Washed / Wet,82.17,1,1,1,0.9933595858248957
7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,Honduras,Catuai,Washed / Wet,82.17,1,1,1,0.9989407721459242
7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,82.17,1,1,1,0.9989931835633965
7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,82.17,1,1,0,0.9984529210510645
7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.17,1,1,1,0.9987798735408508
7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,Mexico,Other,Washed / Wet,82.17,1,1,1,0.8853378067716035
7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,Mexico,Other,Washed / Wet,82.17,1,1,0,0.9990365528453479
7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Other,82.17,1,1,1,0.9995055540777528
7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.17,1,0,0,0.9908392091689235
7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.17,1,1,1,0.9928168043743426
7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.17,1,1,0,0.9912914258456028
7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,Guatemala,Caturra,Washed / Wet,82.17,1,1,1,0.591749695710367
7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.17,1,1,0,0.9986323952140052
7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.17,1,0,0,0.975091949235715
7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.17,1,0,0,0.988696525308862
7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,Indonesia,Bourbon,Washed / Wet,82.08,1,1,1,0.9992200760614836
7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,Colombia,Caturra,Washed / Wet,82.08,1,1,1,0.9993428170862361
7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.08,1,1,0,0.9980443019378421
7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,82.08,1,1,1,0.9635809430062798
7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,82.08,1,0,0,0.9896474766341631
7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Bourbon,Washed / Wet,82.08,1,1,1,0.9984207766665933
7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.08,1,1,0,0.9979929847124691
7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,Colombia,Unknown,Washed / Wet,82.08,1,1,1,0.9989912794812268
7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,82.08,1,1,1,0.9980533873932549
7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,82.08,1,1,0,0.9941129715756954
7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.08,1,1,0,0.998470669515004
7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.08,1,1,0,0.9982075286388146
7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.08,1,1,1,0.9985780119013257
7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,Vietnam,Other,Natural / Dry,82.08,1,1,0,0.6074933798295883
7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.08,1,1,1,0.9977587807028917
7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,82.08,1,1,1,0.9814819905665498
7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,Colombia,Unknown,Unknown,82.08,1,1,1,0.9967692103676135
7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,82.0,1,1,0,0.9983195510894814
7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,82.0,1,1,0,0.9980765407650166
7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,82.0,1,1,0,0.9978188933380051
7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.0,1,1,0,0.9980141798914672
7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,Laos,Other,Washed / Wet,82.0,1,1,0,0.9978965084483324
7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,82.0,1,1,0,0.9979390030832274
7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,82.0,1,1,0,0.9987062434642135
7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,82.0,1,1,0,0.9938752440792197
7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,Thailand,Unknown,Washed / Wet,82.0,1,1,0,0.9988455499612939
7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,Costa Rica,Catuai,Washed / Wet,82.0,1,1,1,0.9950736018712416
7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,82.0,1,1,1,0.9959598878335553
7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,82.0,1,1,1,0.9979365116316087
7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,Taiwan,Typica,Washed / Wet,82.0,1,1,1,0.9954157377593942
7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,82.0,1,1,0,0.9893402063993746
7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,82.0,1,1,0,0.9977823327567324
7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,82.0,1,1,0,0.9985416318254414
7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Catuai,Semi-washed / Semi-pulped,82.0,1,1,0,0.9985828031770079
7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,Guatemala,Bourbon,Natural / Dry,82.0,1,1,1,0.9973533486248964
7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Mundo Novo,Semi-washed / Semi-pulped,82.0,1,1,0,0.9985502620686836
7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,Guatemala,Bourbon,Washed / Wet,82.0,1,1,1,0.9981755527662126
7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Unknown,82.0,1,1,0,0.7559048343317276
7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.92,1,1,1,0.999345327127
7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.92,1,1,0,0.9984011480964579
7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,81.92,1,1,0,0.9983405594848913
7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,Brazil,Catuai,Natural / Dry,81.92,1,1,0,0.9970715620611249
7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,El Salvador,Bourbon,Washed / Wet,81.92,1,1,1,0.9995232273598954
7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,Guatemala,Catuai,Washed / Wet,81.92,1,1,0,0.9876655197857865
7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,81.92,1,1,0,0.9969047478667131
7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,Nicaragua,Unknown,Washed / Wet,81.92,1,1,1,0.9952111572679239
7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,Zambia,SL28,Washed / Wet,81.92,1,1,0,0.9792194770321313
7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,Honduras,Unknown,Washed / Wet,81.92,1,1,0,0.9973307106377585
7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,Taiwan,Typica,Other,81.92,1,1,0,0.9985176170340447
7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.92,1,1,0,0.9981626890279954
7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,81.92,1,1,0,0.9974776006491617
7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,81.92,1,1,0,0.9966466283860074
7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,Mexico,Other,Washed / Wet,81.92,1,1,0,0.9951130879161264
7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.92,1,1,1,0.9989879330067499
7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,81.92,1,1,0,0.9981969402726734
7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,Colombia,Unknown,Unknown,81.92,1,1,0,0.997044715854991
7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.83,1,1,0,0.9975694135004244
7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,Costa Rica,Catuai,Pulped natural / honey,81.83,1,1,0,0.992164469743851
7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,Brazil,Mundo Novo,Natural / Dry,81.83,1,1,0,0.9978204737259845
7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,Indonesia,Other,Other,81.83,1,1,1,0.9963531885580312
7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.83,1,1,0,0.9983058771600316
7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,81.83,1,0,0,0.5649826433765316
7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,81.83,0,0,0,0.9714115768868756
7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,Myanmar,Catuai,Washed / Wet,81.83,1,1,0,0.9966360318837322
7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,Mexico,Catuai,Washed / Wet,81.83,1,1,0,0.9955212601001335
7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,Honduras,Catuai,Washed / Wet,81.83,1,1,0,0.9979557490174611
7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,81.83,1,0,0,0.9853338047329195
7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,81.83,1,1,0,0.9860088133805436
7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,Indonesia,Typica,Other,81.83,1,1,0,0.9976896748868679
7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,81.83,1,1,0,0.9973373591648921
7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,81.83,1,1,0,0.9763625028406834
7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,81.83,1,1,0,0.9965949133559328
7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.83,1,1,0,0.9968817026887511
7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,81.83,1,1,0,0.9938267316914805
7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,United States (Hawaii),Hawaiian Kona,Natural / Dry,81.83,1,1,1,0.9734437067958879
7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,Brazil,Bourbon,Semi-washed / Semi-pulped,81.83,1,1,1,0.9987289183904698
7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,Guatemala,Bourbon,Washed / Wet,81.83,1,1,1,0.9979750981425406
7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.83,1,1,0,0.9908148962437245
7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,81.83,1,1,0,0.9962626309127384
7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,Brazil,Mundo Novo,Unknown,81.83,1,1,0,0.9954081466501716
7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,Colombia,Unknown,Unknown,81.83,1,1,0,0.996795161304542
7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,United States (Hawaii),Unknown,Unknown,81.83,1,1,1,0.9937526531235636
7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.75,1,1,0,0.9977357338837378
7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,Vietnam,Caturra,Washed / Wet,81.75,1,0,0,0.5245208158712625
7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,81.75,1,1,0,0.9967983255569525
7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,Brazil,Unknown,Natural / Dry,81.75,0,1,1,0.8222570052875522
7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.75,1,1,0,0.9944137403118282
7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,81.75,1,1,0,0.9964299411698992
7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.75,1,1,0,0.9977254931461809
7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,Mexico,Caturra,Washed / Wet,81.75,1,1,0,0.9948466101698491
7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.75,1,1,0,0.9945781191583952
7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,Colombia,Caturra,Washed / Wet,81.75,1,1,0,0.996990788049726
7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,Colombia,Unknown,Unknown,81.75,0,0,0,0.6293215658194603
7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,Brazil,Bourbon,Natural / Dry,81.67,1,1,0,0.9969205709114571
7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.67,1,1,0,0.9885546406920006
7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.67,1,1,0,0.9928383585488904
7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,Honduras,Catuai,Washed / Wet,81.67,1,1,0,0.9968345504569792
7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,"Tanzania, United Republic Of",Unknown,Unknown,81.67,1,0,0,0.9808203632116825
7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,Nicaragua,Unknown,Unknown,81.67,1,1,0,0.9942882817192538
7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,Colombia,Unknown,Unknown,81.67,0,0,0,1.0
7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,Brazil,Yellow Bourbon,Natural / Dry,81.67,1,1,0,0.9441624864018331
7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,81.67,1,1,0,0.9964858857978975
7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,81.67,1,1,0,0.9879159488053363
7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,Brazil,Bourbon,Washed / Wet,81.67,1,1,0,0.9950210953947051
7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,Indonesia,Sumatra,Semi-washed / Semi-pulped,81.67,1,0,0,0.9851182879321413
7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,Honduras,Caturra,Natural / Dry,81.67,1,0,0,0.9792100738347282
7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,81.67,1,0,0,0.6825895805598312
7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,Mexico,Unknown,Washed / Wet,81.67,1,1,1,0.9960496529502155
7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,Taiwan,Typica,Semi-washed / Semi-pulped,81.67,1,1,0,0.9955617583980289
7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,81.67,1,1,0,0.9974086857507326
7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.67,1,1,0,0.9908991569087552
7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.67,1,1,0,0.996798620986405
7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,Mexico,Typica,Washed / Wet,81.67,1,1,1,0.998420060094423
7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.67,1,1,0,0.9882089395486574
7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.67,1,1,0,0.9985109429227708
7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.67,1,0,0,0.9892498152713961
7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,Mexico,Caturra,Semi-washed / Semi-pulped,81.67,1,1,0,0.993804354557721
7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,United States (Hawaii),Hawaiian Kona,Washed / Wet,81.67,1,0,0,0.978840212420783
7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,Honduras,Catimor,Washed / Wet,81.58,1,1,0,0.9927983087594412
7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.58,1,1,0,0.9907594730408557
7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,Taiwan,Typica,Washed / Wet,81.58,1,1,0,0.993633911479903
7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,81.58,1,0,0,0.9743949412664965
7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,"Tanzania, United Republic Of",Other,Washed / Wet,81.58,1,1,0,0.9972234725544717
7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,81.58,1,1,0,0.9937345117608566
7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,Taiwan,Typica,Semi-washed / Semi-pulped,81.58,0,1,1,0.9996833270101798
7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,Brazil,Yellow Bourbon,Washed / Wet,81.58,1,1,0,0.9948565913733541
7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.58,1,1,0,0.9959710692606082
7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.58,1,0,0,0.7346166028235095
7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,Mexico,Marigojipe,Natural / Dry,81.58,1,1,0,0.9916382213891383
7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,Mexico,Typica,Natural / Dry,81.58,1,1,1,0.9995883160536112
7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,Thailand,Unknown,Unknown,81.58,1,0,0,0.9250019539924812
7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,Thailand,Unknown,Unknown,81.58,1,1,0,0.9906652347588445
7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,Costa Rica,Unknown,Unknown,81.58,1,1,0,0.967848798503458
7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.5,1,1,0,0.9972849516873488
7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,Nicaragua,Caturra,Other,81.5,1,1,0,0.9932083102799605
7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,Honduras,Caturra,Washed / Wet,81.5,1,1,0,0.9902092392059232
7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,Guatemala,Bourbon,Unknown,81.5,1,1,0,0.9915218934649053
7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,Taiwan,Typica,Natural / Dry,81.5,1,1,0,0.9778691359423851
7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,Myanmar,Catuai,Washed / Wet,81.5,1,0,0,0.9879724548206185
7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,Costa Rica,Caturra,Washed / Wet,81.5,1,0,0,0.8878307983185757
7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,Malawi,Gesha,Washed / Wet,81.5,1,0,0,0.941444975874295
7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,Guatemala,Other,Washed / Wet,81.5,1,1,0,0.9947630877356155
7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,Taiwan,Typica,Washed / Wet,81.5,1,1,1,0.9961831571635704
7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,81.5,1,1,1,0.9993972093595624
7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,Haiti,Blue Mountain,Washed / Wet,81.5,1,1,0,0.9940165294549901
7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,Taiwan,Typica,Other,81.5,1,1,0,0.990532563533341
7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.5,1,1,0,0.9928169912279062
7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,Mexico,Typica,Washed / Wet,81.5,1,1,0,0.9964310146663788
7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,Mexico,Catuai,Washed / Wet,81.5,1,1,0,0.8745640214309057
7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,Mexico,Typica,Semi-washed / Semi-pulped,81.5,1,0,0,0.9949787283759843
7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,Mexico,Bourbon,Washed / Wet,81.5,1,0,0,0.982472111122334
7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,Mexico,Typica,Natural / Dry,81.5,1,1,0,0.9990096906245024
7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,Indonesia,Other,Washed / Wet,81.5,1,1,0,0.9737517426714081
7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,Brazil,Bourbon,Semi-washed / Semi-pulped,81.5,1,1,0,0.9962344776689518
7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,Guatemala,Bourbon,Washed / Wet,81.5,1,0,0,0.986704007499337
7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,Colombia,Unknown,Unknown,81.5,1,1,0,0.9940376872176645
7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,United States (Hawaii),Unknown,Unknown,81.5,1,1,1,0.9959598878335553
7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,Mexico,Mundo Novo,Washed / Wet,81.42,1,1,0,0.9859133452496547
